1	Mainly Alpha
3.30.70.1350	Cation efflux protein cytoplasmic domain-like 
3.30.70.1360	mj0159 like domain
3.30.70.1370	HD domain like
3.30.70.1380	Transcriptional regulatory protein pf0864 domain like
3.30.70.1390	ROC domain from the Parkinson's disease-associated leucine-rich repeat kinase 2
3.30.70.1400	Aminomethyltransferase beta-barrel domains
3.30.70.1410	yhjk (haloacid dehalogenase-like hydrolase protein) domain
3.30.70.1420	Structure from the mobile metagenome of cole harbour salt marsh: integron cassette protein hfx_cass1
3.30.70.1430	Multidrug efflux transporter AcrB pore domain
3.30.70.1440	Multidrug efflux transporter AcrB pore domain
3.30.70.1450	TrkA C-terminal domain-like
3.30.70.1470	Caspase-like 
3.30.70.1480	GK1464-like
3.30.70.1490	TM1457-like
3.30.70.1510	THUMP domain-like
3.30.70.1520	Heterotetrameric sarcosine oxidase
3.30.70.1530	Hypothetical protein rpa1041
3.30.70.1550	Archaeal tRNA CCA-adding enzyme catalytic domain
3.30.70.1560	Alpha-L RNA-binding motif 
3.30.110.10	Translation Initiation Factor If3
3.30.110.20	
3.30.110.30	C-terminal domain of ProRS
3.30.110.40	SirA-like
3.30.110.60	YhbY-like
3.30.110.70	Hypothetical protein apc22750. Chain B
3.30.110.80	DNA double-strand break repair nuclease
3.30.160.20	
3.30.160.40	Porphobilinogen deaminase (hydroxymethylbilane synthase), C-terminal domain
3.30.160.60	Classic Zinc Finger
3.30.160.70	
3.30.160.80	Amb V allergen
3.30.160.90	
3.30.160.100	
3.30.160.110	Siroheme synthase; domain 2
3.30.160.120	Hypothetical protein MTH1880
3.30.160.130	ykff protein like domains
3.30.160.140	Shew3726-like
3.30.160.150	Lipoprotein like domain
3.30.160.160	YegP-like domains
3.30.160.170	FlaG-like
3.30.160.180	Putative neuraminyllactose-binding hemagglutinin homolog like domain
3.30.160.190	atu1810 like domain
3.30.160.210	DNA double-strand break repair nuclease
3.30.160.220	Hypothetical protein YoaG
3.30.160.230	N-acetyl-beta-d-glucosaminidase
3.30.170.10	Cell cycle regulatory proteins
3.30.190.10	RuBisCO, small subunit
3.30.190.20	
3.30.200.20	Phosphorylase Kinase; domain 1
3.30.210.10	Beta Polymerase, domain 3
3.30.230.10	
3.30.230.20	lpxc deacetylase, domain 1
3.30.230.30	Hypothetical protein yigz, domain 1
3.30.230.40	Imidazole glycerol phosphate dehydratase; domain 1
3.30.230.60	Formaldehyde-activating enzyme fae
3.30.230.70	GHMP Kinase, N-terminal domain
3.30.240.10	CRO Repressor
3.30.240.20	bsu07140 like domains
3.30.250.10	RecA protein, C-terminal domain
3.30.260.10	GROEL, domain 2
3.30.280.10	Urease, gamma-subunit
3.30.300.10	
3.30.300.20	
3.30.300.30	
3.30.300.50	
3.30.300.70	YhbC-like, N-terminal domain
3.30.300.80	FLP Recombinase,  lambda integrase-like, N-terminal domain (domain 1)
3.30.300.90	BolA-like
3.30.300.100	Hypothetical protein MTH677
3.30.300.110	Met-10+ protein-like domains
3.30.300.130	Fe-S cluster assembly (FSCA)
3.30.305.10	Colicin Ia; domain 2
3.30.310.10	TATA-Binding Protein
3.30.310.20	DNA-3-methyladenine glycosylase ii
3.30.310.40	
3.30.310.50	Major birch pollen allergen Bet v 1
3.30.310.60	sm-like archaeal protein, C-terminal domain
3.30.310.70	TT1751-like
3.30.310.80	Kinase associated domain 1, KA1
3.30.310.100	YugN-like domains
3.30.310.110	XisI-like
3.30.310.120	Rbstp2229 like protein
3.30.310.130	Ubiquitin-related
3.30.310.140	sec7 domains
3.30.342.10	DNA Polymerase, chain B, domain 1
3.30.350.10	Subtilisin inhibitor
3.30.360.10	Dihydrodipicolinate Reductase; domain 2
3.30.360.20	
3.30.360.30	homospermidine synthase like
3.30.360.40	YwmB-like
3.30.360.50	S-adenosylmethionine decarboxylase
3.30.365.10	Aldehyde Oxidoreductase; domain 4
3.30.370.10	Barnase, subunit D
3.30.379.10	Chitobiase, domain 2
3.30.380.10	MS2 Viral Coat Protein
3.30.386.10	Chitosanase, subunit A, domain 2
3.30.387.10	Viral Envelope Glycoprotein, domain 3
3.30.390.10	Enolase-like, N-terminal domain
3.30.390.30	
3.30.390.50	
3.30.390.60	Heat-inducible transcription repressor hrca homolog; domain 3
3.30.390.70	Salmonella typhimurium protein
3.30.410.10	Cholesterol Oxidase; domain 2
3.30.412.10	Proaerolysin, chain A, domain 2
3.30.413.10	Sulfite Reductase Hemoprotein, domain 1
3.30.420.10	
3.30.420.40	
3.30.420.60	
3.30.420.80	
3.30.420.100	
3.30.420.110	DNA repair protein MutS, domain II
3.30.420.130	
3.30.420.140	Ribonuclease H-like (UPF0081)
3.30.420.150	Exopolyphosphatase. Domain 2
3.30.420.180	Biosynthetic like domain
3.30.420.190	conserved archaeal protein q6m145
3.30.428.10	HIT family, subunit A
3.30.428.20	Rotavirus NSP2 fragment, C-terminal domain
3.30.428.30	HIT family -  CDH-like
3.30.429.10	Macrophage Migration Inhibitory Factor
3.30.430.10	Killer Toxin P4, subunit A
3.30.450.20	
3.30.450.30	Dynein light chain 2a, cytoplasmic
3.30.450.40	
3.30.450.50	
3.30.450.60	
3.30.450.70	
3.30.450.80	Pheromone-binding domain of LuxR-like quorum-sensing transcription factors
3.30.450.90	
3.30.450.130	irre protein
3.30.457.10	
3.30.460.10	Beta Polymerase, domain 2
3.30.460.20	CorA soluble domain-like
3.30.465.10	
3.30.470.10	
3.30.470.20	ATP-grasp fold, B domain
3.30.470.30	DNA ligase/mRNA capping enzyme
3.30.479.10	
3.30.479.20	Elongation Factor Tu; Chain B, domain 2
3.30.497.10	Antithrombin, subunit I, domain 2
3.30.499.10	Aconitase, domain 3
3.30.500.10	Murine Class I Major Histocompatibility Complex, H2-DB, subunit A, domain 1
3.30.500.20	BH3703-like domains
3.30.505.10	SHC Adaptor Protein
3.30.519.10	Guanine Nucleotide Dissociation Inhibitor, domain 2
3.30.530.20	
3.30.540.10	Fructose-1,6-Bisphosphatase, subunit A, domain 1
3.30.559.10	Chloramphenicol Acetyltransferase
3.30.560.10	Glucose Oxidase, domain 3
3.30.565.10	
3.30.565.30	
3.30.565.40	Fervidobacterium nodosum Rt17-B1 like
3.30.572.10	Thymidylate Synthase, chain A
3.30.590.10	Glutamine synthetase/guanido kinase
3.30.700.10	Glycoprotein, Type 4 Pilin
3.30.700.20	Hypothetical protein ph0010; domain 1
3.30.710.10	Potassium Channel Kv1.1; Chain A
3.30.720.10	Signal recognition particle alu RNA binding heterodimer, srp9/1
3.30.730.10	GCC-box Binding Domain
3.30.740.10	Protein Inhibitor Of Neuronal Nitric Oxide Synthase;
3.30.750.24	SpoIIaa-like
3.30.750.44	
3.30.750.50	Cell-division inhibitor MinC, N-terminal domain
3.30.750.60	Endo-alpha-sialidase; domain 1
3.30.750.70	4-hydroxybutyrate coenzyme  like domains
3.30.750.80	RNA methyltransferase domain (HRMD) like
3.30.760.10	RNA Cap, Translation Initiation Factor Eif4e
3.30.780.10	eIF1-like
3.30.800.10	Phosphatidylinositol Phosphate Kinase II Beta
3.30.810.10	2-Layer Sandwich
3.30.830.10	Cytochrome Bc1 Complex; Chain A, domain 1
3.30.860.10	30s Ribosomal Protein S19; Chain A
3.30.870.10	Endonuclease Chain A
3.30.870.20	Phospholipase D/nuclease; domain 2
3.30.890.10	Methyl-cpg-binding Protein 2; Chain A
3.30.900.10	Cell Cycle, Spindle Assembly Checkpoint Protein; Chain A
3.30.910.10	Protein Binding, Dini Protein; Chain A
3.30.910.20	OmpH-like (Pfam 03938)
3.30.920.10	Metal Transport, Frataxin; Chain A
3.30.920.20	GAS2 domain-like
3.30.920.30	Hypothetical protein.
3.30.930.10	Bira Bifunctional Protein; Domain 2
3.30.950.10	Methyltransferase, Cobalt-precorrin-4 Transmethylase; Domain 2
3.30.960.10	Translation, Eukaryotic Peptide Chain Release Factor Subunit 1; Chain A, domain 1
3.30.980.10	Threonyl-trna Synthetase; Chain A, domain 2
3.30.980.20	Putative mannosyl-3-phosphoglycerate phosphatase; domain 2
3.30.990.10	Formiminotransferase-cyclodeaminase; Chain B, domain 1
3.30.1010.10	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 4
3.30.1020.10	Antioxidant, Horf6; Chain A, domain2
3.30.1030.10	Methenyltetrahydromethanopterin Cyclohydrolase; Chain A, domain 2
3.30.1040.10	Carboxypeptidase inhibitor
3.30.1040.20	
3.30.1050.10	Nonspecific Lipid-transfer Protein; Chain A
3.30.1060.10	Peptide methionine sulfoxide reductase
3.30.1070.10	Cell division protein MinE topological specificity domain
3.30.1110.10	
3.30.1110.20	
3.30.1120.10	
3.30.1120.30	Polo-box like domain
3.30.1120.40	SpoVG-like
3.30.1120.50	Pepsin inhibitor-3 
3.30.1120.60	Colicin
3.30.1130.10	
3.30.1140.32	
3.30.1150.10	
3.30.1160.10	
3.30.1170.10	
3.30.1180.10	
3.30.1180.20	Dihydroxyacetone kinase; domain 2
3.30.1190.10	DNA-binding protein Tfx
3.30.1200.10	YggU-like
3.30.1220.10	Hypothetical protein YjiA, C-terminal domain
3.30.1230.10	YlxR-like
3.30.1240.10	
3.30.1250.10	
3.30.1280.10	
3.30.1300.10	
3.30.1300.20	MK0786-like domain
3.30.1300.30	GSPII I/J protein-like
3.30.1310.10	
3.30.1310.20	PRTase-like
3.30.1320.10	
3.30.1330.10	
3.30.1330.20	
3.30.1330.30	
3.30.1330.40	
3.30.1330.50	
3.30.1330.60	OmpA-like
3.30.1330.70	Holliday junction resolvase RusA. Chain A
3.30.1330.80	Hypothetical protein, similar to alpha- acetolactate decarboxylase; domain 2
3.30.1330.90	D-3-phosphoglycerate dehydrogenase; domain 3
3.30.1330.100	CofE-like
3.30.1330.110	BB2672-like
3.30.1330.120	2-methylcitrate dehydratase PrpD 
3.30.1340.10	
3.30.1340.20	Putative transcriptional regulator TM1602, C-terminal domain
3.30.1350.10	Crambin-like
3.30.1350.20	Bacteriophage PHI-29 conector. Domain 3
3.30.1360.10	
3.30.1360.20	
3.30.1360.30	
3.30.1360.40	
3.30.1360.60	
3.30.1360.70	
3.30.1360.80	
3.30.1360.100	General secretion pathway protein M, EpsM
3.30.1360.110	Domain 2, Phosphonoacetate Hydrolase
3.30.1360.120	Probable tRNA modification gtpase trme; domain 1
3.30.1360.130	Dipeptide transport protein 
3.30.1370.10	
3.30.1370.20	
3.30.1370.30	
3.30.1370.50	
3.30.1370.60	Hypothetical oxidoreductase yiak; domain 2
3.30.1370.70	Hypothetical protein SAV1430
3.30.1370.80	MoaD-related protein, C-terminal domain
3.30.1380.10	
3.30.1380.20	Trafficking protein particle complex subunit 3
3.30.1390.10	
3.30.1390.20	
3.30.1390.30	Penicillin-binding protein 2a; domain 3
3.30.1390.40	Ribosomal protein L30p/L7e
3.30.1400.10	Cell-division protein ZipA, C-terminal domain
3.30.1410.10	GTP cyclohydrolase I feedback regulatory protein, GFRP
3.30.1420.10	
3.30.1430.10	
3.30.1440.10	
3.30.1450.10	
3.30.1460.10	
3.30.1460.20	
3.30.1460.30	YgaC/TfoX-N like chaperone
3.30.1470.10	
3.30.1480.10	Transcription factor NusA, N-terminal domain
3.30.1490.10	
3.30.1490.20	ATP-grasp fold, A domain
3.30.1490.30	
3.30.1490.40	
3.30.1490.50	
3.30.1490.70	
3.30.1490.80	
3.30.1490.100	
3.30.1490.110	
3.30.1490.120	DNA-directed RNA polymerase ii subunit; domain 1
3.30.1490.130	D-aminoacylase. Domain 3
3.30.1490.140	Amyloid beta a4 protein copper binding domain
3.30.1490.150	Hypothetical protein ph0010; domain 2
3.30.1490.160	ctc02137 like domains 
3.30.1490.170	Allophycocyanin linker chain (domain)
3.30.1490.180	RNA polymerase ii
3.30.1500.10	
3.30.1510.10	Domain 2, N(10)-formyltetrahydrofolate synthetase
3.30.1520.10	PX domain
3.30.1530.10	manganese catalase, domain 2, chain A
3.30.1540.10	formyl-coa transferase, domain 3
3.30.1550.10	Ribosomal protein L11, N-terminal domain
3.30.1560.10	Mago nashi protein
3.30.1570.10	YopH tyrosine phosphatase N-terminal domain
3.30.1580.10	Head-to-tail joining protein W, gpW
3.30.1590.10	Maltooligosyl trehalose synthase, domain 2
3.30.1600.10	SIR2/SIRT2 'Small Domain'
3.30.1610.10	c-terminal autoproteolytic domain of nucleoporin nup98
3.30.1620.10	b-12 dependent (class ii) ribonucleotide reductase, Chain A, Domain 2
3.30.1640.10	mini-chromosome maintenance (MCM) complex, chain A, domain 1
3.30.1650.10	Bifunctional carbon monoxide dehydrogenase/acetyl-coa synthase(codh/acs), Chain M, domain 3
3.30.1660.10	Flavin-binding protein dodecin
3.30.1670.10	3-mercaptopyruvate sulfurtransferase, domain 3
3.30.1680.10	ligand-binding face of the semaphorins, domain 2
3.30.1690.10	TcpA-like pilin
3.30.1700.10	lpxc deacetylase, domain 2
3.30.1710.10	top7, de novo designed protein
3.30.1730.10	amp nucleosidase, domain 1
3.30.1740.10	first zn-finger domain of poly(adp-ribose) polymerase-1
3.30.1750.10	Hemolytic lectin CEL-III, C-terminal domain
3.30.1760.10	Conserved hypothetical protein from pyrococcus furiosus pfu- 392566-001, domain 2
3.30.1770.10	TPR 1 domain of DNA polymerase
3.30.1780.10	ornithine cyclodeaminase, domain 1
3.30.1790.10	hypothetical protein mp506/mpn330, domain 2
3.30.1810.10	YdfO-like
3.30.1820.10	Lp2179-like
3.30.1830.10	YehR-like
3.30.1840.10	polyphosphate kinase like
3.30.1850.10	MoCo carrier protein-like
3.30.1860.10	uncharacterized conserved protein from methanopyrus kandleri domain like
3.30.1870.10	EreA-like; domain 2
3.30.1880.10	protein ne1242 domain like
3.30.1890.10	FepE-like
3.30.1900.10	glyoxalase-related enzyme like domain
3.30.1910.10	so0334 like domain
3.30.1920.10	Baseplate protein-like domains - 2 layer sandwich fold
3.30.1930.10	capsid protein of prophage domain
3.30.1940.10	Myf domain
3.30.1950.10	wza like domain
3.30.1960.10	SSo0622-like
3.30.1970.10	AF2331-like
3.30.1980.10	Hypothetical protein Ta1206
3.30.1990.10	CbiD-like
3.30.2000.10	Phage tail protein-like
3.30.2010.10	Metalloproteases ("zincins"), catalytic domain
3.30.2020.10	NE0471 N-terminal domain-like
3.30.2030.10	YwmB-like
3.30.2040.10	PSTPO5379-like domain
3.30.2050.10	photosynthetic oxygen evolving center domain
3.30.2060.10	Penicillin-binding protein 1b domain
3.30.2070.10	Formate dehydrogenase/DMSO reductase,
3.30.2080.10	GH92 mannosidase domain
3.30.2090.10	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains 
3.30.2110.10	CbiD-like 
3.30.2120.10	Bacillus phage protein
3.30.2130.10	VC0802-like
3.30.2140.10	Arylamine N-acetyltransferase
3.30.2150.10	Fibrillarin homologue
3.30.2160.10	Hect, E3 ligase catalytic domain
3.30.2170.10	archaeoglobus fulgidus dsm 4304 superfamily
3.30.2180.10	ATP12-like
3.30.2190.10	PG1857-like
3.30.2200.10	histidine kinase doma clostridium symbiosum atcc 14940
3.30.2210.10	Integron cassette protein superfamily
3.30.2220.10	rbstp2171 
3.30.2230.10	DUSP-like
3.30.2240.10	mRNA decapping enzyme DcpS N-terminal domain
3.30.2250.10	Bifunctional DNA primase/polymerase domain
3.30.2260.10	ERH-like superfamily
3.30.2270.10	Folate-binding superfamily
3.30.2280.10	Hypothetical protein (hspc210)
3.30.2290.10	PmbA/TldD superfamily
3.30.2300.10	THUMP superfamily
3.30.2310.10	YaeB-like
3.30.2310.20	RelE-like
3.30.2320.10	hypothetical protein PF0899 domain
3.30.2320.20	Class I aminoacyl-tRNA synthetases (RS)
3.30.2330.10	arginine biosynthesis bifunctional protein suprefamily
3.30.2330.20	family 98 glycoside hydrolase
3.30.2340.10	tRNA pseudouridine synthase TruD
3.30.2350.10	Pseudouridine synthase
3.30.2360.10	Glyceraldehyde-3-phosphate dehydrogenase-like domain
3.30.2370.10	putative pyruvate dehydrogenase
3.30.2380.10	PF0523-like
3.30.2390.10	TTHA1013-like
3.30.2400.10	Major capsid protein gp5
3.30.2410.10	Hect, E3 ligase catalytic domain
3.30.2420.10	TonB 
3.30.2430.10	phosphothreonine lyase
3.30.2440.10	Secreted effector protein SifA
3.30.2450.10	Secreted effector protein pipB2
3.30.2460.10	Endo-n-acetylneuraminidase domain
3.40.5.10	Ribosomal Protein L9, domain 1
3.40.5.20	PriA/YqbF domain
3.40.5.30	(Trans)glycosidases - domain 2
3.40.10.10	DNA Methylphosphotriester Repair Domain
3.40.20.10	Severin
3.40.30.10	Glutaredoxin
3.40.30.20	
3.40.30.30	Hypothetical protein sa0798.
3.40.30.40	Perfringolysin
3.40.33.10	Pathogenesis-related Protein p14a
3.40.35.10	Fructose Permease
3.40.47.10	
3.40.50.20	
3.40.50.40	
3.40.50.80	Nucleotide-binding domain of ferredoxin-NADP reductase (FNR) module
3.40.50.140	
3.40.50.150	Vaccinia Virus protein VP39
3.40.50.170	Formyltransferase
3.40.50.180	
3.40.50.200	
3.40.50.220	
3.40.50.261	Succinyl-CoA synthetase domains
3.40.50.280	Cobalamin (vitamin B12)-binding domain
3.40.50.300	P-loop containing nucleotide triphosphate hydrolases
3.40.50.360	
3.40.50.410	
3.40.50.450	
3.40.50.460	
3.40.50.510	
3.40.50.620	HUPs
3.40.50.670	
3.40.50.700	
3.40.50.720	NAD(P)-binding Rossmann-like Domain
3.40.50.740	
3.40.50.790	
3.40.50.800	Class II aaRS ABD-related
3.40.50.850	
3.40.50.880	
3.40.50.920	
3.40.50.960	
3.40.50.970	
3.40.50.980	
3.40.50.1000	
3.40.50.1010	5'-nuclease
3.40.50.1070	
3.40.50.1100	
3.40.50.1110	
3.40.50.1170	
3.40.50.1220	TPP-binding domain
3.40.50.1240	Phosphoglycerate mutase-like
3.40.50.1260	
3.40.50.1360	
3.40.50.1370	
3.40.50.1380	
3.40.50.1390	
3.40.50.1400	
3.40.50.1440	
3.40.50.1450	HybD-like
3.40.50.1460	
3.40.50.1470	
3.40.50.1480	
3.40.50.1580	
3.40.50.1700	
3.40.50.1760	
3.40.50.1780	
3.40.50.1820	
3.40.50.1860	
3.40.50.1910	
3.40.50.1950	
3.40.50.1970	
3.40.50.1980	Nitrogenase molybdenum iron protein domain
3.40.50.2000	Glycogen Phosphorylase B;
3.40.50.2020	
3.40.50.2030	
3.40.50.2060	
3.40.50.2300	
3.40.50.7700	
3.40.50.9100	
3.40.50.9200	Hypothetical protein MTH538
3.40.50.10010	
3.40.50.10050	
3.40.50.10070	
3.40.50.10090	
3.40.50.10110	DNA polymerase III chi subunit
3.40.50.10130	
3.40.50.10140	
3.40.50.10150	B12-dependent dehydatase associated subunit
3.40.50.10160	Hypothetical protein MTH777 (MT0777)
3.40.50.10170	
3.40.50.10180	
3.40.50.10190	
3.40.50.10210	
3.40.50.10220	DNA polymerase III psi subunit
3.40.50.10230	Precorrin-8X methylmutase CbiC/CobH
3.40.50.10240	Thiamin pyrophosphokinase, domain 1
3.40.50.10260	YjeF N-terminal domain-like
3.40.50.10280	Methylene tetrahydromethanopterin dehydrogenase; domain 1
3.40.50.10300	CoaB-like
3.40.50.10310	Creatininase
3.40.50.10320	LmbE-like
3.40.50.10330	Probable inorganic polyphosphate/atp-NAD kinase; domain 1
3.40.50.10350	Glycerate kinase; domain 1
3.40.50.10360	Hypothetical protein TT1679
3.40.50.10380	Aminoacid dehydrogenase-like, N-terminal domain. Chain A
3.40.50.10390	Gingipain r; domain 1
3.40.50.10400	Hypothetical protein PA1492
3.40.50.10420	NagB/RpiA/CoA transferase-like
3.40.50.10440	Dihydroxyacetone kinase; domain 1
3.40.50.10470	Translation initiation factor eif-2b; domain 2
3.40.50.10480	Probable brix-domain ribosomal biogenesis protein
3.40.50.10490	Glucose-6-phosphate isomerase like protein; domain 1
3.40.50.10540	Crotonobetainyl-coa:carnitine coa-transferase; domain 1
3.40.50.10550	Hypothetical protein af1403; domain 2
3.40.50.10580	v-type atp synthase like domains
3.40.50.10590	Zn-dependent exopeptidases 
3.40.50.10600	SpoIIaa-like domains
3.40.50.10610	XCC0632-like
3.40.50.10620	PH0156-like domains
3.40.50.10630	Uracil-DNA glycosylase-like
3.40.50.10640	SSO1389-like 
3.40.50.10660	PrpR receptor domain-like
3.40.50.10670	af2093 domain
3.40.50.10680	CofD-like domains
3.40.50.10690	putative lor/sdh protein like domains
3.40.50.10700	AF0625-like
3.40.50.10710	Metallo-hydrolase/oxidoreductase
3.40.50.10720	CbiD-like domains 
3.40.50.10730	Urocanase like domains
3.40.50.10740	Class I glutamine amidotransferase-like
3.40.50.10750	Isocitrate/Isopropylmalate dehydrogenase-like
3.40.50.10760	Reovirus core
3.40.50.10770	Hypothetical protein VC1899 like domain (Restriction endonuclease-like)
3.40.50.10780	Dipeptide transport protein
3.40.50.10790	Hypothetical protein (ph0463)
3.40.50.10800	NadA-like
3.40.50.10810	Tandem AAA-ATPase domain
3.40.50.10820	Inositol 1,3,4-trisphosphate 5/6-kinase domain
3.40.50.10830	F420-dependent methylenetetrahydromethanopterin dehydrogenase (MTD)
3.40.50.10840	YgbK-like family 
3.40.50.10850	Ntrc-like two-domain protein.
3.40.50.10860	Leucine Dehydrogenase, chain A, domain 1
3.40.50.10870	Glycosyl hydrolase family 3
3.40.80.10	Lysozyme
3.40.91.10	
3.40.91.20	
3.40.91.30	
3.40.109.10	NADH Oxidase
3.40.109.30	putative nitroreductase (tm1586), domain 2
3.40.120.10	Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3
3.40.140.10	Cytidine Deaminase, domain 2
3.40.140.20	
3.40.140.30	Hypothetical protein TM1506
3.40.190.10	Periplasmic binding protein-like II
3.40.190.80	
3.40.190.90	
3.40.190.100	Glycine betaine-binding periplasmic protein; domain 2
3.40.190.120	Osmoprotection protein (prox); domain 2
3.40.198.10	CytB endotoxin-like
3.40.210.10	PVUII Endonuclease, subunit A
3.40.220.10	Leucine Aminopeptidase, subunit E, domain 1
3.40.225.10	L-fuculose-1-phosphate Aldolase
3.40.228.10	Dimethylsulfoxide Reductase, domain 2
3.40.250.10	Oxidized Rhodanese, domain 1
3.40.275.10	L-fucose Isomerase; Chain A, domain 2
3.40.309.10	Aldehyde Dehydrogenase; Chain A, domain 2
3.40.350.10	Creatinase/prolidase N-terminal domain
3.40.366.10	Malonyl-Coenzyme A Acyl Carrier Protein, domain 2
3.40.367.20	
3.40.390.10	Collagenase (Catalytic Domain)
3.40.390.30	Metalloproteases ("zincins"), catalytic domain
3.40.395.10	Adenoviral Proteinase; Chain A
3.40.420.10	Ricin (A subunit), domain 1
3.40.430.10	Dihydrofolate Reductase, subunit A
3.40.440.10	Adenylosuccinate Synthetase, subunit A, domain 1
3.40.449.10	Phosphoenolpyruvate Carboxykinase, domain 1
3.40.462.10	FAD-linked oxidases, C-terminal domain
3.40.470.10	Uracil-DNA Glycosylase, subunit E
3.40.525.10	Phosphatidylinositol Transfer Protein Sec14p
3.40.532.10	Ubiquitin C-terminal Hydrolase Uch-l3
3.40.570.10	Extracellular Endonuclease, subunit A
3.40.580.10	Eco RI Endonuclease, subunit A
3.40.600.10	
3.40.600.20	
3.40.605.10	Aldehyde Dehydrogenase; Chain A, domain 1
3.40.630.10	Zn peptidases
3.40.630.20	
3.40.630.30	
3.40.630.40	Zn-dependent exopeptidases
3.40.630.50	AF0625-like
3.40.640.10	Type I PLP-dependent aspartate aminotransferase-like (Major domain)
3.40.710.10	DD-peptidase/beta-lactamase superfamily
3.40.718.10	Isopropylmalate Dehydrogenase
3.40.720.10	Alkaline Phosphatase, subunit A
3.40.800.10	
3.40.800.20	
3.40.830.10	LigB-like
3.40.850.10	Kinesin
3.40.910.10	Deoxyhypusine Synthase
3.40.920.10	Pyruvate-ferredoxin oxidoreductase, PFOR, domain III
3.40.930.10	Mannitol-specific EII; Chain A
3.40.950.10	Fe-only Hydrogenase (Larger Subunit); Chain L, domain 3
3.40.960.10	VSR Endonuclease
3.40.970.10	Ribonuclease Hi; Chain A
3.40.970.20	Carbon monoxide dehydrogenase alpha subunit. Chain D, domain 4
3.40.970.30	yp_829618.1 like domains
3.40.970.40	fibrinogen binding protein from staphylococcus aureus domain like
3.40.980.10	Molybdenum cofactor biosynthesis proteins
3.40.1000.10	Mog1p/PsbP-like
3.40.1000.20	TM1622-like
3.40.1010.10	Cobalt-precorrin-4 Transmethylase; Domain 1
3.40.1020.10	Biosynthetic Threonine Deaminase; Domain 3
3.40.1030.10	Pyrimidine Nucleoside Phosphorylase; Chain A, domain 2
3.40.1050.10	Beta-carbonic Anhydrase; Chain A
3.40.1060.10	Aconitase, Domain 2
3.40.1080.10	Glutaconate Coenzyme A-transferase
3.40.1090.10	Cytosolic phospholipase A2 catalytic domain
3.40.1110.10	Calcium-transporting ATPase, cytoplasmic domain N
3.40.1120.10	Ribosomal protein l15e
3.40.1130.10	Glycerol-3-phosphate (1)-acyltransferase
3.40.1140.10	
3.40.1160.10	
3.40.1170.10	DNA repair protein MutS, domain I
3.40.1170.20	
3.40.1180.10	
3.40.1190.10	
3.40.1190.20	
3.40.1210.10	
3.40.1230.10	
3.40.1260.10	
3.40.1280.10	
3.40.1310.10	
3.40.1310.20	
3.40.1340.10	
3.40.1350.10	
3.40.1360.10	
3.40.1360.20	Toprim domain
3.40.1370.10	
3.40.1380.10	
3.40.1380.20	
3.40.1390.10	MurE/MurF N-terminal domain
3.40.1390.20	HprK N-terminal domain-like
3.40.1390.30	NIF3 (NGG1p interacting factor 3)-like
3.40.1400.10	
3.40.1410.10	Chorismate lyase-like
3.40.1420.10	Inhibitor of vertebrate lysozyme, Ivy
3.40.1440.10	GIY-YIG endonuclease
3.40.1450.10	2,3-Bisphosphoglycerate-independent phosphoglycerate mutase, substrate-binding domain
3.40.1460.10	Nuia
3.40.1470.10	Bifunctional carbon monoxide dehydrogenase/acetyl-coa synthase(codh/acs), Chain M, domain 5
3.40.1480.10	Glycerate kinase like, domain 1
3.40.1490.10	Bit1
3.40.1500.10	oxygen-dependent coproporphyrinogen oxidase
3.40.1510.10	Hut operon positive regulatory protein HutP
3.40.1520.10	hypothetical protein tt1634
3.40.1530.10	TTHA1528-like
3.40.1540.10	Hypothetical protein pa4535
3.40.1550.10	CheC-like
3.40.1560.10	type ii restriction endonuclease, domain 2
3.40.1570.10	HemS/ChuS/ChuX like domains
3.40.1580.10	SMI1/KNR4-like
3.40.1590.10	NMB0488-like
3.40.1600.10	PH1570-like
3.40.1610.10	CV3147-like domain
3.40.1620.10	YefM-like domain
3.40.1630.10	YhiQ-like domain
3.40.1640.10	PSTPO5379-like
3.40.1650.10	RbsD-like domain
3.40.1660.10	EreA-like (biosynthetic domain)
3.40.1670.10	UbiD C-terminal domain-like 
3.40.1680.10	yp_829618.1 domain like
3.40.1690.10	secretion proteins EscU
3.40.1700.10	YojJ-like (1
3.40.1710.10	abc type-2 transporter like domain
3.40.1720.10	Streptococcus thermophilus LMG 18311 protein like
3.40.1730.10	pa0076 domain
3.40.1740.10	VC0467-like
3.40.1750.10	peptide peptidase (sppa) like domain
3.40.1760.10	Hypothetical protein yfbM
3.40.1770.10	Urocanase superfamily
3.40.1780.10	QueA-like
3.40.1790.10	Indigoidine synthase domain
3.40.1800.10	His-Me finger endonucleases
3.40.1810.10	SRF-like
3.40.1820.10	DnaQ-like 3'-5' exonuclease
3.40.1830.10	Thermophilic metalloprotease (M29)
3.40.1840.10	YNR034W-A-like
3.40.1850.10	HECT-like ubiquitin ligase
3.50.4.10	Hepatocyte Growth Factor
3.50.7.10	GroEL
3.50.14.10	Replication Terminator Protein (Tus), Chain A, domain 1
3.50.20.10	Pyruvoyl-Dependent Histidine Decarboxylase, subunit B
3.50.30.10	Phosphohistidine domains of PEP-utilising enzymes
